Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
147,tt0107206,2019-12-02,2019-12-02,"Clint Eastwood as Frank Horrigan:
""You know, for years now I've listened to all these idiots on barstools, with their pet theories on Dallas. How it was the Cubans, or the CIA, or the white supremacists, or the Mob. Whether there was one weapon, or whether there was five. None of that's meant too much to me. But Leary... he questioned whether I had the guts to take that fatal bullet. God, that was a beautiful day. The sun was out, been raining all morning, the air was... First shot sounded like a firecracker. I looked over, I saw him, I could tell he was hit. I don't know why I didn't react. I should have reacted. I should have been running flat-out. I just couldn't believe it. If only I'd reacted, I could have taken that shot. And that would have been alright with me.""",In the Line of Fire,https://www.imdb.com/title/tt0107206/,movie,7.2,128,1993,"Action, Crime, Drama, Thriller",111231,1993-07-08,Wolfgang Petersen
148,tt0081283,2019-12-02,2019-12-02,"Timothy Hutton as Conrad ""Con"" Jarrett.

Dr. Berger: ""How long are you going to punish yourself? When are you going to quit?""",Ordinary People,https://www.imdb.com/title/tt0081283/,movie,7.7,124,1980,Drama,55457,1980-09-19,Robert Redford
149,tt11196036,2022-11-16,2022-11-16,"Oscar Isaac as William Tell: 
""There's a weight a gambler can accrue by accepting financial backing. It's like any weight a person in debt accrues. It builds and builds, has a life of its own. There also is a moral weight a man can accrue. This is the weight created by his past actions. It is a weight which can never be removed.""",The Card Counter,https://www.imdb.com/title/tt11196036/,movie,6.2,111,2021,"Crime, Drama, Thriller",41241,2021-09-02,Paul Schrader
150,tt1194263,2017-12-10,2017-12-10,"Robert Duvall as Felix Bush:
""I built my own jail and put myself in it. And I stayed in it for 40 goddamn years! No wife. No kids, no friends, no nothing. No grandchildren. I wouldn't even know how to hold a baby. You hear me? Forty years. Now, that's not enough?""",Get Low,https://www.imdb.com/title/tt1194263/,movie,7.0,103,2009,"Drama, Mystery",23826,2009-09-12,Aaron Schneider
151,tt0084503,2017-12-10,2017-12-10,"Bob Geldof as Pink:
""I'm waiting in this cell because I have to know... have I been guilty all this time?""",Pink Floyd: The Wall,https://www.imdb.com/title/tt0084503/,movie,8.0,95,1982,"Drama, Fantasy, Music",84184,1982-05-23,Alan Parker
152,tt2106476,2017-12-10,2017-12-10,"Mads Mikkelsen as Lucas:
""I want a word with Theo. Look into my eyes. Look into my eyes. What do you see? Do you see anything? Nothing. There's nothing. You leave me alone now. You leave me alone now, Theo. Then I'll go. Thank you.""",Jagten,https://www.imdb.com/title/tt2106476/,movie,8.3,115,2012,Drama,353313,2012-05-20,Thomas Vinterberg
153,tt1139797,2017-12-10,2017-12-10,"Kare Hedebrant as Oskar & Lina Leandersson as Eli.

John Ajvide Lindqvist (Author): ""Keep your relationships brief. Don't let them in. Once they're inside they have more potential to hurt you. Comfort yourself. You can live with the anguish as long as it only involves yourself. As long as there is no hope.""",Låt den rätte komma in,https://www.imdb.com/title/tt1139797/,movie,7.8,114,2008,"Drama, Fantasy, Horror, Romance",224264,2008-01-26,Tomas Alfredson
154,tt1646975,2017-12-10,2017-12-10,Giuseppe Fuda as the shepherd.,Le quattro volte,https://www.imdb.com/title/tt1646975/,movie,7.2,88,2010,Drama,4224,2010-05-16,Michelangelo Frammartino
155,tt0253474,2017-12-10,2017-12-10,"Adrien Brody as Wladyslaw Szpilman.

Wladyslaw Szpilman (Author): ""And now I was lonelier, I supposed, than anyone else in the world. Even Defoe's creation, Robinson Crusoe, the prototype of the ideal solitary, could hope to meet another human being. Crusoe cheered himself by thinking that such a thing could happen any day, and it kept him going. But if any of the people now around me came near I would need to run for it and hide in mortal terror. I had to be alone, entirely alone, if I wanted to live.""",The Pianist,https://www.imdb.com/title/tt0253474/,movie,8.5,150,2002,"Biography, Drama, Music, War",886158,2002-05-24,Roman Polanski
156,tt0044386,2017-12-10,2017-12-10,"Dan O'Herlihy as Robinson Crusoe:
""If anyone in England met such an odd creature as I was in my 18th year of solitude, it must either have frightened them or caused a great deal of laughter.""",Robinson Crusoe,https://www.imdb.com/title/tt0044386/,movie,6.7,90,1954,"Adventure, Drama, Family",4405,1954-06-30,Luis Buñuel
157,tt0058530,2017-12-10,2017-12-10,Paul Mantee as Cmdr. Christopher 'Kit' Draper & The Woolly Monkey as Mona.,Robinson Crusoe on Mars,https://www.imdb.com/title/tt0058530/,movie,6.4,110,1964,"Adventure, Sci-Fi",7037,1964-06-04,Byron Haskin
158,tt3659388,2017-12-10,2017-12-10,"Matt Damon as Astronaut Mark Watney:
""I'm the first person to be alone on an entire planet.""",The Martian,https://www.imdb.com/title/tt3659388/,movie,8.0,144,2015,"Adventure, Drama, Sci-Fi",900555,2015-09-11,Ridley Scott
159,tt1182345,2017-12-10,2017-12-10,"Sam Rockwell as Sam Bell:
""Gerty, we're not programmed. We're people, do you understand?""",Moon,https://www.imdb.com/title/tt1182345/,movie,7.8,97,2009,"Drama, Mystery, Sci-Fi",371538,2009-01-23,Duncan Jones
160,tt0074851,2017-12-10,2017-12-10,"David Bowie as Thomas Jerome Newton.

Mary-Lou: ""You know Tommy, you're a freak. I don't mean that unkindly. I like freaks. And that's why I like you.""",The Man Who Fell to Earth,https://www.imdb.com/title/tt0074851/,movie,6.6,139,1976,"Drama, Sci-Fi",28195,1976-03-18,Nicolas Roeg
161,tt1037705,2017-12-10,2017-12-10,"Denzel Washington as Eli:
""The war tore a hole in the sky, the sun came down, burnt everything, everyone, I wandered, I didn't really know what I should do or where I was going. I was just moving from place to place, trying to stay alive. And then one day I heard this voice. I don't know how to explain it, it's like it was coming from inside me. But I could hear it clear as day. Clear as I can hear you talking to me now. It told me to carry the book west, it told me that a path would be laid before me, that I'd be led to a place where the book would be safe, it told me I'd be protected, against anyone or anything that tried to stand in my way. If only I would have faith. That was thirty years ago and I've been walking ever since.""",The Book of Eli,https://www.imdb.com/title/tt1037705/,movie,6.8,118,2010,"Action, Adventure, Drama, Thriller",333318,2010-01-11,"Allen Hughes, Albert Hughes"
162,tt0089869,2017-12-10,2017-12-10,"Bruno Lawrence as Zac Hobson:
""I've been condemned to live.""",The Quiet Earth,https://www.imdb.com/title/tt0089869/,movie,6.7,91,1985,"Drama, Mystery, Sci-Fi",27168,1985-09-08,Geoff Murphy
163,tt0058700,2017-12-10,2017-12-10,"Vincent Price as Dr. Robert Morgan:
""December 1965. Is that all it has been since I inherited the world? Only three years. Seems like 100 million.""",The Last Man on Earth,https://www.imdb.com/title/tt0058700/,movie,6.7,86,1964,"Drama, Horror, Sci-Fi",21076,1964-05-06,"Ubaldo Ragona, Sidney Salkow"
164,tt0079641,2022-01-11,2022-01-11,"Klaus Kinski as Count Dracula:
""Time is an abyss... profound as a thousand nights... Centuries come and go... To be unable to grow old is terrible... Death is not the worst... Can you imagine enduring centuries, experiencing each day the same futilities... """,Nosferatu - Phantom der Nacht,https://www.imdb.com/title/tt0079641/,movie,7.4,107,1979,"Drama, Horror",39378,1979-01-17,Werner Herzog
165,tt0910970,2017-12-10,2017-12-10,Ben Burtt as Wall-E / M-O (voice).,WALL·E,https://www.imdb.com/title/tt0910970/,movie,8.4,98,2008,"Animation, Adventure, Family, Sci-Fi",1172496,2008-06-21,Andrew Stanton
166,tt0067525,2017-12-10,2017-12-10,"Charlton Heston as Dr. Robert Neville:
""Is this how it starts? A trip to the laughing academy? No, you silly bastard, it starts with you asking yourself silly questions. OK, let's get cleaned up and get a drink before the bars close.""",The Omega Man,https://www.imdb.com/title/tt0067525/,movie,6.4,98,1971,"Action, Drama, Sci-Fi, Thriller",33539,1971-08-01,Boris Sagal
167,tt0454515,2017-12-10,2017-12-10,Robert Strauss as Noah.,The Noah,https://www.imdb.com/title/tt0454515/,movie,6.2,107,1975,"Drama, Fantasy, Sci-Fi",398,1975-04-10,Daniel Bourla
168,tt0067756,2017-12-10,2017-12-10,"Bruce Dern as Freeman Lowell:
""You know when I was a kid, I put a note into a bottle and it had my name and address on it. And then I threw the bottle into the ocean. And I never knew if anybody ever found it.""",Silent Running,https://www.imdb.com/title/tt0067756/,movie,6.6,89,1972,"Drama, Sci-Fi",30884,1972-03-10,Douglas Trumbull
169,tt0480249,2017-12-10,2022-11-02,"Will Smith as Dr. Robert Neville:
""My name is Robert Neville. I am a survivor living in New York City. I am broadcasting on all AM frequencies. I will be at the South Street Seaport everyday at mid-day, when the sun is highest in the sky. If you are out there... if anyone is out there... I can provide food, I can provide shelter, I can provide security. If there's anybody out there... anybody... please. You are not alone."" ",I Am Legend,https://www.imdb.com/title/tt0480249/,movie,7.2,101,2007,"Action, Drama, Horror, Sci-Fi, Thriller",796568,2007-12-05,Francis Lawrence
